,0
1333,"['and', 'give', 'that', 'look', 'of', 'moisturized', 'face']"
1334,"['this', 'product', 'is', 'that', 'it', 'peel']"
1335,"['me', 'don', 'feel', 'like', 'my', 'face', 'is']"
1336,"['one', 'problem', 'that', 'have', 'with', 'this', 'product', 'is']"
1337,"['have', 'with', 'this', 'product']"
1338,"['that', 'this', 'didn', 'work', 'for', 'me', 'don', 'feel']"
1339,"['it', 'and', 'willing', 'be', 'returning', 'it', 'for', 'something']"
1340,"['this', 'moisturizer', 'it', 'is', 'perfect', 'for', 'my', 'skin']"
1341,"['my', 'pore', 'and', 'notice', 'an', 'increase', 'in', 'blackhead']"
1342,"['blackhead', 'only', 'using', 'it', 'at', 'night', 'ha']"
1343,"['use', 'it', 'everyday', 'think', 'it', 'clog', 'my', 'pore']"
1344,"['my', 'skin', 'in', 'the', 'dry', 'winter']"
1345,"['very', 'thick', 'usually', 'only', 'use', 'this', 'at', 'night']"
1346,"['night', 'because']"
1347,"['dry', 'winter', 'climate', 'where', 'live', 'because']"
1348,"['is', 'very']"
1349,"['love', 'love', 'love']"
1350,"['combo', 'skin', 'with', 'minimal', 'redness', 'through', 'my', 'cheek']"
1351,"['myself', 'to', 'have', 'sensitive', 'combo', 'skin', 'with', 'minimal']"
1352,"['a', 'prone', 'to', 'break', 'out', 'love', 'this', 'cream']"
1353,"['through', 'my', 'cheek', 'especially', 'in', 'the', 'winter']"
1354,"['makeup', 'during', 'the', 'day']"
1355,"['winter', 'am', 'always', 'little', 'hesitant', 'to', 'try', 'new']"
1356,"['consider', 'myself', 'to', 'have', 'sensitive']"
1357,"['moisturizer', 'just', 'wasn']"
1358,"['night', 'have', 'been', 'using', 'this', 'for', 'over', 'month']"
1359,"['is', 'super', 'hydrating', 'without', 'being', 'heavy', 'and', 'oily']"
1360,"['really', 'good', 'cream', 'for', 'my', 'dry', 'winter', 'day']"
1361,"['cream', 'for', 'my', 'dry', 'winter', 'day', 'since', 'tend']"
1362,"['peel', 'on', 'cold', 'weather', 'btw', 'have', 'normally', 'oily']"
1363,"['cold', 'weather', 'btw', 'have', 'normally', 'oily', 'skin']"
1364,"['oily', 'skin']"
1365,"['cream', 'for']"
1366,"['dry', 'winter', 'day', 'since', 'tend']"
1367,"['cold', 'weather']"
1368,"['really', 'good']"
1369,"['since', 'tend', 'to', 'really']"
1370,"['beauty', 'ultra', 'repair', 'cream', 'intense', 'hydration', 'for', 'about']"
1371,"['bought', 'the', 'ounce', 'it', 'hydrate', 'no', 'grease', 'feeling']"
1372,"['have', 'oily', 'skin', 'the', 'hydration', 'may', 'be', 'bit']"
1373,"['do', 'have', 'oily', 'skin']"
1374,"['have', 'been', 'using', 'the', 'first', 'aid', 'beauty', 'ultra']"
1375,"['month', 'now', 'originally', 'bought', 'the', 'small', 'ounce', 'bottle']"
1376,"['too', 'much', 'but', 'for', 'my', 'combo', 'skin', 'sensitive']"
1377,"['this', 'product']"
1378,"['first', 'aid']"
1379,"['all', 'could', 'say', 'if', 'you']"
1380,"['it', 'moisturizes', 'my', 'skin', 'well', 'and', 'it', 'too']"
1381,"['overhyped', 'it', 'just', 'not', 'that', 'good']"
1382,"['moisturizes', 'my', 'skin', 'well', 'and', 'it', 'too', 'thick']"
1383,"['that', 'good', 'don', 'think', 'it', 'moisturizes']"
1384,"['skin', 'well', 'and', 'it', 'too', 'thick']"
1385,"['thick', 'for', 'no', 'reason', 'same', 'there', 'definitely', 'better']"
1386,"['my', 'skin']"
1387,"['definitely', 'better']"
1388,"['and', 'it', 'too']"
1389,"['out', 'there']"
1390,"['for', 'face', 'gave', 'me', 'the', 'worse', 'breakout', 'iv']"
1391,"['face', 'gave', 'me', 'the', 'worse', 'breakout', 'iv', 'had']"
1392,"['not', 'for', 'face', 'gave', 'me', 'the', 'worse', 'breakout']"
1393,"['good', 'for', 'body', 'but', 'not', 'for', 'face', 'gave']"
1394,"['breakout', 'iv', 'had', 'in', 'year']"
1395,"['worse', 'breakout']"
1396,"['body', 'but', 'not', 'for', 'face', 'gave']"
1397,"['good', 'for', 'body', 'but', 'not']"
1398,"['had', 'in', 'year']"
1399,"['me', 'the']"
1400,"['to', 'this', 'fab', 'cream', 'been', 'using', 'this']"
1401,"['body', 'cream', 'rich', 'creamy', 'and', 'wonderfully', 'hydrating', 'have']"
1402,"['this', 'a', 'hand', 'and', 'body', 'cream']"
1403,"['no', 'reaction', 'to', 'this', 'fab', 'cream']"
1404,"['tub', 'a', 'it', 'more', 'sanitary', 'highly', 'recommend']"
1405,"['hydrating', 'have', 'sensitive', 'skin', 'that', 'turn', 'red', 'and']"
1406,"['tube', 'to']"
1407,"['love', 'this', 'a', 'hand', 'and', 'body']"
1408,"['can', 'break', 'out']"
1409,"['ve', 'had', 'no', 'reaction']"
1410,"['cream', 'and', 'the', 'top', 'of', 'my', 'hand', 'look']"
1411,"['sun', 'the', 'back', 'of', 'my', 'hand', 'daily']"
1412,"['wearing', 'long', 'sleeve', 'shirt', 'with', 'high', 'spf', 'rating']"
1413,"['work', 'outside', 'my', 'hand', 'and', 'arm', 'take']"
1414,"['lizard', 'skin', 'arm', 'to', 'lessor', 'extent', 'wearing']"
1415,"['arm', 'take', 'beating', 'in', 'under', 'the', 'mississippi', 'sun']"
1416,"['the', 'product', 'might', 'be', 'for', 'everyone', 'but']"
1417,"['63', 'year', 'old', 'male', 'that', 'work', 'outside', 'my']"
1418,"['didn', 'have', 'time', 'to', 'apply']"
1419,"['tube', 'of', 'jurgens', 'ha', 'hit', 'the']"
1420,"['very', 'greasy', 'and', 'oily', 'want', 'to', 'feel', 'moisturized']"
1421,"['to', 'feel', 'moisturized', 'not', 'oily', 'felt']"
1422,"['impression', 'were', 'it', 'wa', 'instantly', 'moisturizing']"
1423,"['hand', 'were', 'very', 'greasy', 'and', 'oily', 'want']"
1424,"['moisturizing', 'and']"
1425,"['to', 'wash', 'the', 'oil', 'off', 'my', 'hand']"
1426,"['oily', 'felt']"
1427,"['noticed', 'the', 'palm', 'of', 'my', 'hand', 'were', 'very']"
1428,"['wait', 'for', 'it', 'to', 'soak', 'in', 'my', 'skin']"
1429,"['this', 'a', 'sample', '1st', 'impression']"
1430,"['have', 'incredibly', 'dry', 'skin', 'in', 'the', 'winter']"
1431,"['dry', 'skin', 'in', 'the', 'winter', 'and', 'this', 'work']"
1432,"['work', 'great', 'without', 'feeling', 'heavy', 'or', 'greasy', 'so']"
1433,"['skin', 'in', 'the', 'winter', 'and', 'this', 'work', 'great']"
1434,"['heavy', 'or', 'greasy', 'so', 'glad', 'found', 'it']"
1435,"['winter', 'and', 'this', 'work', 'great', 'without', 'feeling', 'heavy']"
1436,"['incredibly', 'dry']"
1437,"['this', 'work', 'great']"
1438,"['glad', 'found', 'it']"
1439,"['have', 'incredibly']"
1440,"['love', 'this', 'product', 'ha', 'helped', 'reduce', 'my', 'redness']"
1441,"['holy', 'grail', 'absolutely', 'love', 'this', 'product', 'ha', 'helped']"
1442,"['my', 'holy', 'grail', 'absolutely', 'love', 'this', 'product', 'ha']"
1443,"['absolutely', 'love', 'this', 'product', 'ha', 'helped', 'reduce', 'my']"
1444,"['my', 'redness']"
1445,"['my', 'holy', 'grail', 'absolutely']"
1446,"['love', 'this', 'product']"
1447,"['product', 'ha']"
1448,"['love', 'this']"
1449,"['reduce', 'my']"
1450,"['amazing', 'for', 'winter', 'skin', 'bought', 'the', 'mini']"
1451,"['for', 'winter', 'skin', 'bought', 'the', 'mini', 'to', 'try']"
1452,"['amazing', 'for', 'winter', 'skin', 'bought']"
1453,"['winter', 'skin']"
1454,"['amazing', 'for', 'winter']"
1455,"['mini', 'to', 'try', 'and', 'went']"
1456,"['size', 'to', 'slather', 'myself', 'from', 'head', 'to', 'toe']"
1457,"['day', 'to', 'buy', 'the', 'full', 'size', 'to']"
1458,"['amazing', 'for']"
1459,"['try', 'and', 'went', 'back', 'the', 'next', 'day']"
1460,"['favorite', 'moisturizer', 'for']"
1461,"['my', 'favorite', 'moisturizer', 'for', 'while', 'had', 'really', 'painful']"
1462,"['moisturizer', 'for', 'while', 'had', 'really', 'painful', 'dry', 'patch']"
1463,"['painful', 'dry', 'patch', 'and', 'acne', 'and', 'it', 'helped']"
1464,"['me', 'too', 'shiny', 'in', 'the', 'morning', 'but', 'feel']"
1465,"['feel', 'hydrating']"
1466,"['and', 'acne', 'and', 'it']"
1467,"['helped', 'with', 'both', 'also', 'like', 'how', 'it']"
1468,"['my', 'favorite']"
1469,"['it', 'doesn', 'make', 'me']"
1470,"['some', 'reason', 'it', 'doesn', 'really', 'moisturize', 'my', 'skin']"
1471,"['applying', 'it', 'feel', 'like', 'nothing', 'really']"
1472,"['ll', 'apply', 'it', 'twice', 'sometimes', 'it', 'super']"
1473,"['maybe', 'it', 'absorbs', 'really', 'quickly', 'but', 'like', '10']"
1474,"['review', 'but', 'it', 'doesn', 'work']"
1475,"['slightly', 'dry', 'in', 'the', 'winter']"
1476,"['really', 'quickly', 'but', 'like', '10', 'minute', 'after', 'applying']"
1477,"['weird', 'minty', 'smell']"
1478,"['bought', 'this', 'after', 'seeing', 'how', 'popular', 'it', 'wa']"
1479,"['it', 'feel', 'like', 'nothing', 'really', 'happened', 'so']"
1480,"['about', 'ultra', 'repair']"
1481,"['ultra', 'repair', 'have', 'sensitive', 'acne', 'prone', 'skin']"
1482,"['good', 'thing', 'about', 'ultra', 'repair', 'have', 'sensitive']"
1483,"['couldn', 'say', 'enough', 'good', 'thing', 'about', 'ultra']"
1484,"['extra', 'sensitive', 'to', 'dry', 'weather', 'and', 'this', 'moisturizer']"
1485,"['combat', 'dryness', 'a', 'well', 'great', 'price', 'and']"
1486,"['this', 'moisturizer', 'work', 'like', 'charm', 'the', 'perfect', 'consistency']"
1487,"['consistency', 'extra', 'great', 'to', 'use', 'right', 'before', 'flight']"
1488,"['last', 'forever']"
1489,"['great', 'price', 'and']"
